weather,weather1,temperature,humidity
1,sunny,21,57
2,rainy,21,57
2,rainy,21,57
2,rainy,21,57
1,sunny,21,57
2,rainy,21,57
3,cloudy,21,57
1,sunny,21,57
3,cloudy,21,57
2,rainy,21,57
2,rainy,21,57
1,sunny,21,57
2,rainy,21,57
1,sunny,21,57
1,sunny,21,57
3,cloudy,21,57
3,cloudy,21,57
1,sunny,21,57
3,cloudy,21,57
2,rainy,21,57
1,sunny,21,56
1,sunny,21,56
1,sunny,21,56
1,sunny,21,56
2,rainy,21,56
3,cloudy,21,56
3,cloudy,21,56
3,cloudy,21,56
3,cloudy,21,56
3,cloudy,21,56
3,cloudy,22,56
2,rainy,22,55
3,cloudy,22,55
3,cloudy,22,55
3,cloudy,22,54
2,rainy,22,54
2,rainy,22,54
1,sunny,22,54
1,sunny,22,53
1,sunny,22,53
3,cloudy,22,53
1,sunny,22,53
3,cloudy,23,53
1,sunny,23,52
2,rainy,23,52
3,cloudy,23,52
1,sunny,23,52
2,rainy,23,52
3,cloudy,23,52
2,rainy,23,53
1,sunny,23,53
2,rainy,23,53
3,cloudy,23,53
1,sunny,23,53
1,sunny,23,53
3,cloudy,23,53
1,sunny,23,53
1,sunny,23,53
2,rainy,23,53
3,cloudy,23,53
3,cloudy,23,53
1,sunny,23,53
2,rainy,23,53
3,cloudy,23,53
1,sunny,23,53
3,cloudy,23,53
1,sunny,23,53
1,sunny,22,53
2,rainy,22,53
1,sunny,22,53
3,cloudy,22,53
3,cloudy,22,54
3,cloudy,22,54
1,sunny,22,54
1,sunny,22,54
1,sunny,22,54
1,sunny,22,55
1,sunny,22,55
1,sunny,22,55
1,sunny,21,55
2,rainy,21,55
1,sunny,21,56
2,rainy,21,56
3,cloudy,21,56
3,cloudy,21,56
1,sunny,21,56
2,rainy,21,56
2,rainy,21,57
2,rainy,21,57
1,sunny,21,57
1,sunny,21,57
2,rainy,21,57
3,cloudy,21,57
2,rainy,21,57
2,rainy,21,57
3,cloudy,21,57
3,cloudy,21,57
1,sunny,21,57
1,sunny,21,57
2,rainy,21,58
1,sunny,21,58
1,sunny,21,58
3,cloudy,21,58
1,sunny,21,58
1,sunny,21,57
1,sunny,21,57
3,cloudy,21,57
3,cloudy,21,57
1,sunny,21,57
1,sunny,21,57
3,cloudy,21,57
2,rainy,21,57
2,rainy,21,57
3,cloudy,21,57
3,cloudy,21,57
2,rainy,21,57
2,rainy,21,57
1,sunny,21,57
2,rainy,21,57
1,sunny,21,57
3,cloudy,21,57
3,cloudy,21,57
1,sunny,21,57
2,rainy,21,57
2,rainy,21,57
3,cloudy,22,57
1,sunny,22,57
1,sunny,22,56
3,cloudy,22,56
1,sunny,22,56
3,cloudy,22,55
2,rainy,22,55
3,cloudy,22,55
3,cloudy,23,54
2,rainy,23,54
2,rainy,23,54
1,sunny,23,54
2,rainy,23,53
1,sunny,23,53
1,sunny,23,53
2,rainy,23,53
2,rainy,23,53
1,sunny,23,52
2,rainy,23,52
1,sunny,23,52
2,rainy,23,52
3,cloudy,23,52
2,rainy,23,52
1,sunny,23,52
3,cloudy,23,52
3,cloudy,23,52
2,rainy,23,52
1,sunny,23,51
3,cloudy,23,51
1,sunny,23,51
1,sunny,23,51
3,cloudy,23,51
3,cloudy,23,51
2,rainy,23,51
3,cloudy,23,51
2,rainy,22,51
3,cloudy,22,51
2,rainy,22,51
3,cloudy,22,51
2,rainy,22,51
1,sunny,22,52
2,rainy,22,52
1,sunny,22,52
3,cloudy,22,53
3,cloudy,22,53
3,cloudy,22,53
3,cloudy,22,53
2,rainy,22,54
2,rainy,21,54
1,sunny,21,54
3,cloudy,21,54
3,cloudy,21,55
2,rainy,21,55
1,sunny,21,55
1,sunny,21,55
3,cloudy,21,56
3,cloudy,21,56
3,cloudy,21,56
3,cloudy,21,56
3,cloudy,21,57
2,rainy,21,57
3,cloudy,21,57
3,cloudy,21,57
2,rainy,21,57
3,cloudy,21,57
3,cloudy,21,57
3,cloudy,21,58
3,cloudy,21,58
2,rainy,21,58
3,cloudy,21,58
1,sunny,21,58
3,cloudy,21,58
3,cloudy,21,58
3,cloudy,21,58
1,sunny,20,58
1,sunny,20,58
2,rainy,20,58
2,rainy,20,58
3,cloudy,20,58
1,sunny,20,58
2,rainy,20,58
2,rainy,20,58
2,rainy,20,58
3,cloudy,20,58
1,sunny,20,58
3,cloudy,20,57
3,cloudy,20,57
3,cloudy,20,57
2,rainy,20,57
1,sunny,21,57
1,sunny,21,57
1,sunny,21,57
1,sunny,21,56
3,cloudy,21,56
2,rainy,21,56
1,sunny,21,55
1,sunny,21,55
1,sunny,21,55
1,sunny,21,54
2,rainy,21,54
3,cloudy,21,54
1,sunny,22,53
3,cloudy,22,53
2,rainy,22,53
2,rainy,22,52
2,rainy,22,52
2,rainy,22,52
1,sunny,22,52
3,cloudy,22,51
1,sunny,22,51
1,sunny,22,51
3,cloudy,22,51
2,rainy,23,50
3,cloudy,23,50
3,cloudy,23,50
1,sunny,23,50
3,cloudy,23,50
3,cloudy,23,50
3,cloudy,23,50
1,sunny,23,50
3,cloudy,23,50
3,cloudy,23,50
3,cloudy,23,50
2,rainy,23,50
2,rainy,23,50
3,cloudy,23,51
2,rainy,23,52
1,sunny,23,52
3,cloudy,23,53
1,sunny,23,53
2,rainy,23,54
2,rainy,23,54
2,rainy,23,54
1,sunny,23,55
1,sunny,23,55
3,cloudy,23,56
1,sunny,23,56
1,sunny,23,56
3,cloudy,23,57
1,sunny,23,57
2,rainy,23,57
1,sunny,23,57
3,cloudy,23,57
1,sunny,23,57
3,cloudy,23,57
1,sunny,23,57
3,cloudy,23,57
2,rainy,22,57
1,sunny,22,57
2,rainy,22,57
1,sunny,22,57
2,rainy,22,57
1,sunny,22,58
1,sunny,22,58
3,cloudy,22,58
2,rainy,22,58
2,rainy,22,58
2,rainy,22,58
3,cloudy,22,59
1,sunny,22,59
1,sunny,22,59
2,rainy,22,59
1,sunny,22,59
1,sunny,22,59
1,sunny,22,59
1,sunny,22,59
2,rainy,22,59
3,cloudy,22,59
2,rainy,22,59
1,sunny,22,59
1,sunny,22,59
2,rainy,22,59
3,cloudy,21,59
2,rainy,21,59
2,rainy,21,59
3,cloudy,21,59
3,cloudy,21,60
1,sunny,21,60
2,rainy,21,60
2,rainy,21,60
2,rainy,21,61
2,rainy,20,61
1,sunny,20,61
3,cloudy,20,61
1,sunny,20,62
1,sunny,20,62
1,sunny,20,62
3,cloudy,20,62
3,cloudy,20,62
1,sunny,20,62
1,sunny,20,61
2,rainy,21,61
3,cloudy,21,61
2,rainy,21,61
3,cloudy,21,61
3,cloudy,21,60
1,sunny,21,60
1,sunny,22,59
3,cloudy,22,59
2,rainy,22,58
1,sunny,22,57
3,cloudy,22,57
3,cloudy,22,56
2,rainy,22,56
1,sunny,23,55
1,sunny,23,55
3,cloudy,23,54
1,sunny,23,54
1,sunny,23,54
1,sunny,23,53
1,sunny,23,52
2,rainy,23,52
3,cloudy,23,52
1,sunny,23,52
3,cloudy,24,52
1,sunny,24,52
1,sunny,24,52
3,cloudy,24,52
1,sunny,24,52
3,cloudy,24,52
1,sunny,24,52
3,cloudy,24,53
3,cloudy,24,53
2,rainy,24,53
3,cloudy,24,53
2,rainy,24,54
3,cloudy,24,54
3,cloudy,24,54
3,cloudy,24,55
1,sunny,24,55
1,sunny,24,56
3,cloudy,24,56
1,sunny,24,56
3,cloudy,24,57
2,rainy,23,57
2,rainy,23,57
3,cloudy,23,58
2,rainy,23,59
2,rainy,23,59
3,cloudy,23,60
1,sunny,22,60
1,sunny,22,61
2,rainy,22,61
3,cloudy,22,61
2,rainy,22,62
1,sunny,22,62
2,rainy,22,63
2,rainy,22,63
3,cloudy,21,63
3,cloudy,21,64
3,cloudy,21,64
1,sunny,21,64
1,sunny,21,64
2,rainy,21,64
2,rainy,21,63
2,rainy,21,63
2,rainy,21,63
1,sunny,21,63
2,rainy,21,62
2,rainy,21,62
1,sunny,21,61
2,rainy,21,61
1,sunny,21,60
2,rainy,21,60
2,rainy,21,59
2,rainy,21,59
1,sunny,21,58
3,cloudy,21,58
2,rainy,21,58
2,rainy,21,57
2,rainy,21,57
2,rainy,21,57
1,sunny,21,56
3,cloudy,21,56
2,rainy,21,55
2,rainy,21,55
1,sunny,21,55
2,rainy,21,54
3,cloudy,21,54
3,cloudy,22,54
3,cloudy,22,54
1,sunny,22,54
3,cloudy,22,54
2,rainy,22,54
3,cloudy,22,53
2,rainy,22,54
2,rainy,22,54
2,rainy,23,54
3,cloudy,23,54
1,sunny,23,54
2,rainy,23,54
3,cloudy,23,54
3,cloudy,24,54
1,sunny,24,54
3,cloudy,24,54
1,sunny,24,54
2,rainy,24,54
2,rainy,24,54
3,cloudy,24,53
1,sunny,24,53
2,rainy,24,53
1,sunny,24,53
3,cloudy,24,53
1,sunny,24,53
2,rainy,24,53
1,sunny,24,53
2,rainy,24,54
3,cloudy,24,54
2,rainy,24,54
3,cloudy,24,55
1,sunny,24,55
1,sunny,24,55
2,rainy,24,55
3,cloudy,24,55
3,cloudy,24,55
2,rainy,24,55
2,rainy,24,55
3,cloudy,24,55
2,rainy,24,54
2,rainy,24,54
2,rainy,24,53
1,sunny,24,53
3,cloudy,24,52
1,sunny,24,52
2,rainy,23,51
2,rainy,23,51
1,sunny,23,51
1,sunny,24,51
3,cloudy,24,51
3,cloudy,24,51
1,sunny,23,51
1,sunny,23,51
1,sunny,23,51
2,rainy,23,50
1,sunny,23,50
1,sunny,23,50
3,cloudy,23,50
3,cloudy,23,50
1,sunny,23,50
2,rainy,23,50
2,rainy,23,50
1,sunny,23,50
1,sunny,23,50
1,sunny,23,50
2,rainy,23,50
1,sunny,23,50
3,cloudy,23,50
3,cloudy,23,49
2,rainy,23,49
3,cloudy,23,49
1,sunny,23,49
1,sunny,23,49
3,cloudy,23,49
3,cloudy,23,49
2,rainy,23,49
1,sunny,23,49
3,cloudy,23,49
2,rainy,23,49
1,sunny,23,49
2,rainy,23,49
1,sunny,22,49
3,cloudy,22,49
2,rainy,22,49
1,sunny,22,49
3,cloudy,22,50
3,cloudy,22,50
2,rainy,22,50
3,cloudy,22,50
2,rainy,22,51
2,rainy,22,51
1,sunny,22,51
2,rainy,22,51
2,rainy,22,51
3,cloudy,22,51
2,rainy,22,52
1,sunny,22,52
1,sunny,22,52
1,sunny,22,52
2,rainy,22,52
2,rainy,22,52
3,cloudy,22,52
1,sunny,22,51
2,rainy,22,51
2,rainy,22,51
3,cloudy,22,50
2,rainy,22,50
2,rainy,22,49
3,cloudy,22,49
1,sunny,22,49
1,sunny,22,48
2,rainy,22,48
1,sunny,21,48
2,rainy,21,47
1,sunny,21,47
2,rainy,21,46
1,sunny,21,46
3,cloudy,21,45
3,cloudy,21,45
3,cloudy,21,45
2,rainy,21,44
2,rainy,21,44
2,rainy,21,44
3,cloudy,21,44
3,cloudy,21,44
2,rainy,21,43
2,rainy,21,43
3,cloudy,21,43
3,cloudy,21,43
2,rainy,21,43
1,sunny,21,43
2,rainy,21,43
1,sunny,21,44
1,sunny,21,44
2,rainy,21,45
3,cloudy,21,46
1,sunny,21,47
3,cloudy,21,47
3,cloudy,21,47
1,sunny,21,48
2,rainy,22,48
2,rainy,22,48
2,rainy,22,48
3,cloudy,22,48
1,sunny,22,48
1,sunny,22,48
1,sunny,22,48
3,cloudy,22,48
1,sunny,22,48
1,sunny,22,48
3,cloudy,22,48
3,cloudy,22,47
2,rainy,22,46
1,sunny,22,47
1,sunny,22,47
2,rainy,21,47
2,rainy,21,47
1,sunny,21,48
1,sunny,21,48
1,sunny,21,48
1,sunny,21,49
2,rainy,20,49
3,cloudy,20,49
2,rainy,20,50
2,rainy,20,50
3,cloudy,20,50
1,sunny,20,51
2,rainy,20,51
1,sunny,20,51
3,cloudy,20,51
1,sunny,19,52
1,sunny,19,52
1,sunny,19,52
1,sunny,19,52
2,rainy,19,53
2,rainy,19,53
1,sunny,19,53
2,rainy,19,53
3,cloudy,19,54
1,sunny,19,54
2,rainy,19,54
2,rainy,19,54
2,rainy,19,55
1,sunny,19,55
3,cloudy,18,56
2,rainy,18,56
3,cloudy,18,56
3,cloudy,18,56
1,sunny,17,57
3,cloudy,17,57
2,rainy,17,57
3,cloudy,17,57
2,rainy,17,58
2,rainy,17,58
3,cloudy,17,58
3,cloudy,17,57
2,rainy,17,57
3,cloudy,17,57
2,rainy,17,57
3,cloudy,18,56
2,rainy,18,56
1,sunny,18,55
3,cloudy,19,55
1,sunny,19,54
2,rainy,19,54
3,cloudy,20,53
1,sunny,20,53
2,rainy,20,52
3,cloudy,20,52
3,cloudy,20,51
3,cloudy,20,51
1,sunny,20,50
3,cloudy,20,50
1,sunny,20,50
1,sunny,20,50
2,rainy,20,49
2,rainy,20,49
1,sunny,20,49
3,cloudy,20,49
3,cloudy,20,49
3,cloudy,20,49
3,cloudy,20,49
3,cloudy,20,49
1,sunny,20,49
2,rainy,20,49
2,rainy,20,49
2,rainy,20,50
3,cloudy,20,50
2,rainy,20,50
3,cloudy,20,50
2,rainy,20,50
3,cloudy,20,50
1,sunny,20,51
2,rainy,20,51
2,rainy,20,51
2,rainy,20,52
2,rainy,20,52
2,rainy,20,52
3,cloudy,20,52
2,rainy,20,52
1,sunny,20,52
1,sunny,20,52
2,rainy,20,52
3,cloudy,20,52
1,sunny,20,52
3,cloudy,21,52
1,sunny,21,52
2,rainy,21,52
1,sunny,21,53
1,sunny,21,53
3,cloudy,21,53
3,cloudy,21,53
3,cloudy,21,53
2,rainy,21,53
1,sunny,21,53
3,cloudy,21,53
3,cloudy,21,53
2,rainy,21,54
1,sunny,21,54
3,cloudy,21,54
1,sunny,21,54
2,rainy,21,54
2,rainy,21,54
3,cloudy,21,54
3,cloudy,21,54
2,rainy,21,54
3,cloudy,21,54
2,rainy,21,54
3,cloudy,21,54
2,rainy,21,54
1,sunny,21,54
2,rainy,21,54
1,sunny,21,54
2,rainy,21,54
3,cloudy,21,54
2,rainy,21,53
1,sunny,21,53
2,rainy,21,53
2,rainy,21,53
3,cloudy,21,53
1,sunny,21,53
1,sunny,21,53
1,sunny,21,53
3,cloudy,21,53
1,sunny,21,53
3,cloudy,21,53
2,rainy,21,53
1,sunny,21,53
1,sunny,21,52
3,cloudy,21,52
2,rainy,21,53
3,cloudy,21,53
3,cloudy,21,53
3,cloudy,21,53
1,sunny,21,53
2,rainy,21,53
2,rainy,21,53
3,cloudy,21,53
2,rainy,21,53
2,rainy,21,53
1,sunny,21,52
3,cloudy,21,52
3,cloudy,21,52
3,cloudy,21,52
1,sunny,21,51
3,cloudy,21,51
1,sunny,21,51
3,cloudy,21,50
2,rainy,21,49
1,sunny,21,49
2,rainy,21,48
2,rainy,21,47
1,sunny,21,46
1,sunny,21,46
2,rainy,21,46
2,rainy,21,46
1,sunny,21,46
1,sunny,21,46
1,sunny,21,46
3,cloudy,21,46
1,sunny,21,46
3,cloudy,21,46
3,cloudy,21,46
3,cloudy,21,46
3,cloudy,21,46
1,sunny,21,47
1,sunny,21,47
1,sunny,21,47
1,sunny,21,48
2,rainy,20,48
3,cloudy,20,49
2,rainy,20,49
2,rainy,20,49
2,rainy,20,50
2,rainy,20,50
1,sunny,20,51
2,rainy,20,51
3,cloudy,20,52
1,sunny,19,53
3,cloudy,19,53
1,sunny,19,54
1,sunny,19,55
2,rainy,19,56
3,cloudy,19,56
2,rainy,18,57
2,rainy,18,57
1,sunny,18,58
1,sunny,18,59
3,cloudy,17,59
1,sunny,17,59
3,cloudy,17,60
3,cloudy,17,60
3,cloudy,16,60
2,rainy,16,61
3,cloudy,16,61
2,rainy,16,61
1,sunny,15,61
3,cloudy,15,61
2,rainy,15,61
3,cloudy,15,61
1,sunny,15,61
1,sunny,15,61
2,rainy,15,61
1,sunny,14,61
1,sunny,14,61
1,sunny,14,61
1,sunny,14,61
1,sunny,14,61
2,rainy,14,61
1,sunny,14,61
2,rainy,14,61
3,cloudy,14,61
1,sunny,14,61
3,cloudy,14,61
1,sunny,14,61
1,sunny,14,60
3,cloudy,14,60
1,sunny,14,60
3,cloudy,14,60
1,sunny,14,60
1,sunny,14,60
2,rainy,14,60
3,cloudy,14,59
2,rainy,14,59
1,sunny,14,59
1,sunny,14,59
1,sunny,14,58
3,cloudy,15,58
2,rainy,15,58
3,cloudy,15,57
3,cloudy,16,57
1,sunny,16,56
2,rainy,16,56
2,rainy,17,55
1,sunny,17,55
2,rainy,17,55
1,sunny,18,55
1,sunny,18,55
1,sunny,19,55
2,rainy,19,54
1,sunny,19,54
3,cloudy,19,54
1,sunny,20,53
2,rainy,20,53
1,sunny,20,53
3,cloudy,20,53
2,rainy,20,52
3,cloudy,20,52
3,cloudy,20,52
1,sunny,20,51
1,sunny,20,51
2,rainy,20,50
2,rainy,20,49
3,cloudy,20,49
2,rainy,20,48
1,sunny,21,48
3,cloudy,21,48
2,rainy,21,48
3,cloudy,21,47
3,cloudy,21,47
3,cloudy,21,47
1,sunny,21,47
3,cloudy,21,47
3,cloudy,21,47
2,rainy,21,47
2,rainy,21,47
1,sunny,21,47
3,cloudy,21,48
1,sunny,21,48
2,rainy,21,49
2,rainy,21,49
3,cloudy,21,50
3,cloudy,20,50
1,sunny,20,50
3,cloudy,20,51
2,rainy,20,51
2,rainy,20,51
1,sunny,20,52
2,rainy,20,52
2,rainy,20,52
2,rainy,19,52
1,sunny,19,53
3,cloudy,19,53
3,cloudy,19,54
1,sunny,19,54
3,cloudy,19,54
1,sunny,19,54
3,cloudy,19,54
3,cloudy,18,54
1,sunny,18,55
2,rainy,18,55
1,sunny,18,55
2,rainy,17,55
2,rainy,17,56
3,cloudy,17,56
2,rainy,17,56
3,cloudy,17,56
2,rainy,16,57
3,cloudy,16,57
3,cloudy,16,57
3,cloudy,16,57
2,rainy,16,57
2,rainy,15,57
1,sunny,15,57
2,rainy,15,57
1,sunny,15,58
1,sunny,15,58
2,rainy,15,58
3,cloudy,15,58
1,sunny,15,58
1,sunny,15,58
1,sunny,15,58
3,cloudy,15,58
1,sunny,15,58
1,sunny,15,58
2,rainy,15,58
2,rainy,15,58
1,sunny,15,58
3,cloudy,15,58
3,cloudy,15,58
1,sunny,15,58
1,sunny,16,58
3,cloudy,16,57
3,cloudy,16,57
2,rainy,16,57
2,rainy,17,56
1,sunny,17,56
3,cloudy,17,55
3,cloudy,17,55
2,rainy,18,55
2,rainy,18,55
2,rainy,18,55
3,cloudy,19,54
2,rainy,19,54
2,rainy,19,54
3,cloudy,19,53
2,rainy,20,53
3,cloudy,20,52
2,rainy,20,52
1,sunny,20,51
3,cloudy,20,51
3,cloudy,20,51
1,sunny,20,50
2,rainy,21,50
1,sunny,21,50
2,rainy,21,50
3,cloudy,21,49
1,sunny,21,48
2,rainy,21,48
1,sunny,21,47
2,rainy,21,47
2,rainy,21,47
2,rainy,21,46
1,sunny,21,46
3,cloudy,22,46
2,rainy,22,46
2,rainy,22,46
1,sunny,22,46
1,sunny,22,46
1,sunny,22,47
3,cloudy,22,47
2,rainy,22,47
3,cloudy,22,47
3,cloudy,22,48
1,sunny,21,48
2,rainy,21,49
3,cloudy,21,50
1,sunny,21,50
3,cloudy,21,51
3,cloudy,21,51
2,rainy,21,52
3,cloudy,21,52
1,sunny,21,52
1,sunny,21,53
3,cloudy,21,53
1,sunny,21,53
3,cloudy,21,54
2,rainy,21,54
1,sunny,21,54
1,sunny,21,54
3,cloudy,21,54
3,cloudy,21,54
2,rainy,21,54
2,rainy,21,54
2,rainy,21,54
1,sunny,21,54
2,rainy,21,54
2,rainy,21,54
2,rainy,21,54
1,sunny,21,54
3,cloudy,21,54
2,rainy,21,54
2,rainy,21,54
1,sunny,21,54
3,cloudy,21,54
1,sunny,21,54
1,sunny,21,54
2,rainy,21,54
3,cloudy,21,54
3,cloudy,21,53
1,sunny,21,53
1,sunny,21,53
3,cloudy,21,53
2,rainy,21,53
2,rainy,21,53
2,rainy,21,53
2,rainy,21,54
1,sunny,21,54
3,cloudy,21,54
2,rainy,21,54
2,rainy,21,54
2,rainy,21,54
3,cloudy,21,54
1,sunny,21,54
2,rainy,21,54
2,rainy,21,54
2,rainy,21,54
3,cloudy,21,54
2,rainy,21,54
2,rainy,21,54
2,rainy,21,54
1,sunny,21,54
3,cloudy,21,54
3,cloudy,21,54
3,cloudy,21,54
2,rainy,21,54
1,sunny,21,54
1,sunny,21,54
2,rainy,21,54
2,rainy,21,54
2,rainy,21,54
3,cloudy,21,54
2,rainy,21,54
2,rainy,21,54
1,sunny,21,54
2,rainy,21,54
2,rainy,21,54
2,rainy,21,54
1,sunny,21,54
2,rainy,21,54
2,rainy,21,54
2,rainy,21,53
1,sunny,21,53
3,cloudy,21,53
3,cloudy,21,54
3,cloudy,21,54
3,cloudy,22,54
2,rainy,22,54
2,rainy,22,54
2,rainy,22,54
1,sunny,22,55
3,cloudy,22,55
2,rainy,22,55
2,rainy,22,56
3,cloudy,22,56
3,cloudy,22,56
2,rainy,22,57
3,cloudy,22,57
2,rainy,22,57
2,rainy,22,58
1,sunny,22,58
1,sunny,23,58
2,rainy,23,58
3,cloudy,23,58
3,cloudy,23,58
3,cloudy,23,58
1,sunny,23,58
2,rainy,23,58
2,rainy,23,58
3,cloudy,23,58
3,cloudy,23,58
2,rainy,22,58
1,sunny,22,58
2,rainy,22,58
3,cloudy,22,58
3,cloudy,22,58
2,rainy,22,58
2,rainy,22,58
1,sunny,22,58
2,rainy,22,58
1,sunny,22,58
1,sunny,22,58
3,cloudy,22,58
1,sunny,22,58
3,cloudy,22,58
1,sunny,22,58
2,rainy,22,57
2,rainy,22,57
2,rainy,22,57
2,rainy,22,57
2,rainy,22,57
1,sunny,22,57
3,cloudy,22,57
3,cloudy,22,57
1,sunny,22,57
3,cloudy,22,57
3,cloudy,22,57
3,cloudy,21,57
2,rainy,21,57
1,sunny,21,57
1,sunny,21,57
3,cloudy,21,58
2,rainy,21,58
3,cloudy,21,58
2,rainy,21,58
3,cloudy,21,58
1,sunny,21,58
1,sunny,21,58
3,cloudy,21,58
2,rainy,21,58
2,rainy,21,58
2,rainy,21,58
2,rainy,21,58
1,sunny,21,58
1,sunny,21,58
3,cloudy,21,58
3,cloudy,21,58
2,rainy,21,57
1,sunny,21,57
3,cloudy,21,57
3,cloudy,21,57
3,cloudy,21,57
1,sunny,21,57
3,cloudy,21,57
3,cloudy,21,57
3,cloudy,21,56
3,cloudy,22,56
3,cloudy,22,56
2,rainy,22,56
3,cloudy,22,56
2,rainy,22,56
1,sunny,22,56
3,cloudy,22,55
2,rainy,22,55
2,rainy,22,55
3,cloudy,22,55
2,rainy,22,55
3,cloudy,22,54
3,cloudy,22,54
1,sunny,22,54
3,cloudy,22,54
2,rainy,22,54
2,rainy,22,53
3,cloudy,22,53
3,cloudy,22,54
2,rainy,22,54
1,sunny,22,53
1,sunny,22,53
1,sunny,22,53
3,cloudy,22,53
2,rainy,22,53
1,sunny,22,53
3,cloudy,22,53
3,cloudy,22,52
1,sunny,22,52
3,cloudy,22,52
2,rainy,22,52
2,rainy,22,52
3,cloudy,22,52
1,sunny,22,52
2,rainy,22,52
2,rainy,22,52
1,sunny,22,51
1,sunny,22,52
2,rainy,22,52
3,cloudy,22,52
2,rainy,22,52
1,sunny,22,52
2,rainy,22,53
3,cloudy,22,53
3,cloudy,22,54
1,sunny,22,54
2,rainy,22,54
1,sunny,22,55
1,sunny,22,55
2,rainy,22,55
2,rainy,22,55
3,cloudy,22,56
1,sunny,22,56
1,sunny,21,56
3,cloudy,21,56
1,sunny,21,56
1,sunny,21,56
1,sunny,21,56
3,cloudy,21,56
3,cloudy,21,56
2,rainy,21,55
2,rainy,21,55
2,rainy,21,55
2,rainy,21,55
1,sunny,21,55
1,sunny,21,54
1,sunny,21,54
2,rainy,21,54
1,sunny,21,54
1,sunny,21,54
1,sunny,21,54
3,cloudy,21,54
1,sunny,21,54
2,rainy,21,54
2,rainy,21,54
1,sunny,21,55
2,rainy,21,55
2,rainy,21,55
2,rainy,21,55
3,cloudy,21,55
1,sunny,21,55
1,sunny,21,55
3,cloudy,21,55
3,cloudy,21,55
2,rainy,21,55
1,sunny,21,55
1,sunny,21,55
1,sunny,21,55
2,rainy,21,55
2,rainy,21,55
3,cloudy,21,55
1,sunny,21,55
1,sunny,21,55
1,sunny,21,55
1,sunny,21,55
2,rainy,21,55
3,cloudy,21,55
2,rainy,21,55
2,rainy,21,55
1,sunny,21,55
2,rainy,21,55
3,cloudy,21,55
3,cloudy,21,55
2,rainy,21,55
1,sunny,21,55
2,rainy,21,54
1,sunny,21,54
3,cloudy,21,54
2,rainy,22,54
2,rainy,22,54
1,sunny,22,54
1,sunny,22,53
3,cloudy,22,53
2,rainy,22,53
2,rainy,22,53
3,cloudy,22,52
1,sunny,22,52
2,rainy,22,52
2,rainy,22,52
2,rainy,22,51
1,sunny,22,51
3,cloudy,22,51
3,cloudy,22,51
2,rainy,22,50
3,cloudy,22,50
2,rainy,22,50
2,rainy,22,50
3,cloudy,22,49
2,rainy,22,49
3,cloudy,22,49
1,sunny,22,49
2,rainy,22,49
1,sunny,22,50
3,cloudy,22,50
3,cloudy,22,50
2,rainy,22,50
1,sunny,22,50
3,cloudy,22,51
3,cloudy,22,51
2,rainy,22,51
3,cloudy,22,51
2,rainy,22,52
2,rainy,22,52
1,sunny,22,52
3,cloudy,22,52
2,rainy,22,52
1,sunny,22,52
3,cloudy,22,52
1,sunny,22,52
1,sunny,22,52
2,rainy,22,52
1,sunny,22,52
2,rainy,22,52
2,rainy,22,52
3,cloudy,22,52
1,sunny,22,52
1,sunny,22,52
1,sunny,22,52
2,rainy,22,52
3,cloudy,22,52
3,cloudy,22,52
3,cloudy,22,52
2,rainy,22,52
2,rainy,22,52
3,cloudy,22,52
1,sunny,22,52
2,rainy,22,52
3,cloudy,22,52
2,rainy,22,52
2,rainy,22,52
3,cloudy,22,52
1,sunny,22,52
3,cloudy,22,52
3,cloudy,22,52
3,cloudy,22,52
3,cloudy,22,52
3,cloudy,22,52
1,sunny,22,52
3,cloudy,22,52
1,sunny,22,52
1,sunny,22,53
3,cloudy,22,53
1,sunny,22,53
1,sunny,22,53
3,cloudy,22,52
2,rainy,22,52
1,sunny,22,52
3,cloudy,22,52
3,cloudy,22,52
2,rainy,22,52
3,cloudy,22,52
2,rainy,22,53
3,cloudy,22,53
2,rainy,22,53
2,rainy,22,53
2,rainy,22,53
2,rainy,22,53
2,rainy,22,53
3,cloudy,22,53
2,rainy,22,53
1,sunny,22,53
1,sunny,22,53
2,rainy,22,53
2,rainy,22,53
3,cloudy,22,52
1,sunny,22,52
2,rainy,22,52
2,rainy,22,52
1,sunny,22,52
2,rainy,22,52
3,cloudy,22,52
3,cloudy,22,52
3,cloudy,22,51
2,rainy,22,51
3,cloudy,22,50
1,sunny,22,51
3,cloudy,22,51
1,sunny,22,51
1,sunny,22,51
1,sunny,23,51
2,rainy,23,51
2,rainy,23,50
2,rainy,23,50
2,rainy,23,49
2,rainy,23,49
2,rainy,23,49
3,cloudy,23,49
3,cloudy,23,49
2,rainy,23,49
1,sunny,23,49
2,rainy,23,49
1,sunny,23,49
1,sunny,23,48
2,rainy,23,47
1,sunny,23,47
1,sunny,23,47
3,cloudy,23,47
1,sunny,22,47
2,rainy,22,47
1,sunny,22,47
1,sunny,22,47
3,cloudy,22,47
1,sunny,22,47
2,rainy,22,47
3,cloudy,22,47
1,sunny,22,48
1,sunny,22,48
1,sunny,22,48
3,cloudy,22,48
3,cloudy,22,48
2,rainy,21,48
2,rainy,21,48
2,rainy,21,48
1,sunny,21,48
1,sunny,21,49
2,rainy,21,49
1,sunny,21,49
2,rainy,21,49
2,rainy,21,49
2,rainy,21,49
2,rainy,21,49
1,sunny,21,49
1,sunny,21,50
2,rainy,21,50
